Serie mensual;001-102  I-XXII.Todas las causas;001-008  I.Enfermedades infecciosas y parasitarias;009-041  II.Tumores;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;046-049  V.Trastornos mentales y del comportamiento;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;053-061 IX.Enfermedades del sistema circulatorio;062-067  X.Enfermedades del sistema respiratorio;068-072  XI.Enfermedades del sistema digestivo;073  XII.Enfermedades de la piel y del tejido subcutáneo;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;077-080  XIV.Enfermedades del sistema genitourinario;081  XV.Embarazo, parto y puerperio;082  XVI.Afecciones originadas en el periodo perinatal;083-085  XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;086-089  XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;090-102  XX.Causas externas de mortalidad
2015M03;38987.0;669.0;9320.0;180.0;1298.0;2002.0;2363.0;11776.0;5609.0;1816.0;115.0;390.0;1127.0;2.0;63.0;64.0;834.0;1359.0
2015M04;33686.0;642.0;8890.0;157.0;1172.0;1578.0;1898.0;10071.0;4164.0;1699.0;121.0;363.0;926.0;0.0;49.0;69.0;746.0;1141.0
2015M05;32706.0;573.0;9063.0;150.0;1053.0;1579.0;1894.0;9773.0;3632.0;1549.0;137.0;313.0;929.0;2.0;53.0;52.0;728.0;1226.0
2015M06;31078.0;565.0;8871.0;165.0;994.0;1587.0;1884.0;8986.0;3244.0;1510.0;123.0;268.0;875.0;1.0;57.0;63.0;702.0;1183.0
2015M07;35628.0;709.0;9469.0;169.0;1219.0;2063.0;2540.0;9817.0;3872.0;1686.0;160.0;318.0;1082.0;1.0;59.0;75.0;918.0;1471.0
2015M08;31220.0;618.0;9179.0;155.0;1041.0;1650.0;1964.0;8464.0;2958.0;1614.0;116.0;306.0;965.0;1.0;66.0;69.0;727.0;1327.0
2015M09;28863.0;550.0;8761.0;147.0;877.0;1430.0;1749.0;8013.0;2633.0;1447.0;96.0;311.0;860.0;0.0;67.0;57.0;644.0;1221.0
2015M10;31898.0;625.0;9251.0;173.0;925.0;1505.0;1827.0;9247.0;3235.0;1768.0;138.0;324.0;886.0;2.0;50.0;67.0;707.0;1168.0
2015M11;32346.0;575.0;9313.0;158.0;1015.0;1539.0;1927.0;9595.0;3360.0;1615.0;128.0;290.0;896.0;0.0;59.0;63.0;698.0;1115.0
2015M12;36423.0;605.0;9714.0;162.0;1209.0;1885.0;2241.0;10928.0;4191.0;1731.0;134.0;368.0;1079.0;2.0;57.0;64.0;772.0;1281.0
2016M01;38334.0;635.0;9802.0;167.0;1208.0;1969.0;2334.0;11513.0;5047.0;1804.0;146.0;389.0;1077.0;3.0;50.0;80.0;757.0;1353.0
2016M02;35548.0;583.0;9361.0;175.0;1083.0;1734.0;2145.0;10704.0;4570.0;1671.0;119.0;353.0;1010.0;0.0;51.0;71.0;639.0;1279.0
2016M03;38198.0;648.0;9783.0;172.0;1180.0;1853.0;2288.0;11543.0;5102.0;1839.0;126.0;438.0;1094.0;4.0;40.0;78.0;692.0;1318.0
2016M04;33707.0;599.0;9173.0;162.0;1010.0;1642.0;1980.0;10033.0;4090.0;1616.0;111.0;342.0;1005.0;1.0;50.0;76.0;615.0;1202.0
2016M05;33001.0;531.0;9355.0;159.0;1007.0;1638.0;1970.0;9890.0;3412.0;1606.0;129.0;304.0;971.0;0.0;73.0;75.0;586.0;1295.0
2016M06;31512.0;571.0;9122.0;131.0;964.0;1601.0;1954.0;9031.0;3218.0;1490.0;124.0;343.0;953.0;4.0;40.0;58.0;614.0;1294.0
2016M07;32961.0;589.0;9303.0;130.0;1049.0;1862.0;2096.0;9119.0;3379.0;1617.0;136.0;332.0;1070.0;0.0;55.0;77.0;734.0;1413.0
2016M08;32248.0;586.0;9390.0;162.0;1023.0;1748.0;2054.0;8794.0;3175.0;1596.0;136.0;348.0;1043.0;1.0;60.0;64.0;674.0;1394.0
2016M09;30095.0;547.0;8943.0;137.0;929.0;1543.0;1955.0;8345.0;2801.0;1584.0;114.0;302.0;941.0;0.0;48.0;77.0;573.0;1256.0
2016M10;32060.0;563.0;9423.0;142.0;925.0;1635.0;1915.0;9134.0;3275.0;1677.0;120.0;341.0;889.0;1.0;55.0;53.0;595.0;1317.0
2016M11;33759.0;553.0;9407.0;159.0;1010.0;1738.0;2157.0;9908.0;3663.0;1704.0;121.0;371.0;969.0;0.0;56.0;71.0;682.0;1190.0
2016M12;39188.0;628.0;9877.0;190.0;1312.0;2017.0;2388.0;11764.0;5080.0;1892.0;141.0;393.0;1151.0;1.0;59.0;66.0;872.0;1357.0
2017M01;49370.0;725.0;10558.0;240.0;1632.0;2568.0;3203.0;14594.0;8986.0;2128.0;162.0;592.0;1345.0;0.0;61.0;93.0;1030.0;1453.0
2017M02;37434.0;605.0;8954.0;184.0;1243.0;1912.0;2325.0;11047.0;5555.0;1686.0;111.0;448.0;1191.0;1.0;37.0;68.0;816.0;1251.0
2017M03;35779.0;564.0;9581.0;176.0;1125.0;1743.0;2095.0;10703.0;4331.0;1735.0;136.0;418.0;1070.0;2.0;43.0;63.0;737.0;1257.0
2017M04;33208.0;527.0;9032.0;135.0;1056.0;1596.0;2029.0;9805.0;3810.0;1647.0;131.0;382.0;1037.0;1.0;46.0;53.0;714.0;1207.0
2017M05;33673.0;510.0;9385.0;163.0;1024.0;1738.0;2077.0;9762.0;3727.0;1611.0;150.0;380.0;1009.0;1.0;53.0;75.0;773.0;1235.0
2017M06;32236.0;556.0;8922.0;129.0;1062.0;1820.0;2194.0;8936.0;3363.0;1472.0;155.0;379.0;1037.0;0.0;51.0;63.0;767.0;1330.0
2017M07;31924.0;522.0;9373.0;145.0;997.0;1669.0;2009.0;8856.0;2987.0;1554.0;143.0;394.0;1026.0;3.0;48.0;60.0;720.0;1418.0
2017M08;32356.0;565.0;9271.0;148.0;1026.0;1748.0;2068.0;8824.0;3216.0;1582.0;153.0;378.0;1067.0;1.0;64.0;54.0;751.0;1440.0
2017M09;30049.0;507.0;9078.0;140.0;799.0;1458.0;1789.0;8295.0;2812.0;1587.0;138.0;377.0;1000.0;0.0;49.0;62.0;677.0;1281.0
2017M10;32680.0;546.0;9512.0;151.0;898.0;1626.0;1929.0;9311.0;3404.0;1672.0;133.0;390.0;1018.0;1.0;59.0;62.0;645.0;1323.0
2017M11;34149.0;553.0;9594.0;182.0;1066.0;1672.0;2038.0;10005.0;3630.0;1746.0;130.0;420.0;1028.0;2.0;54.0;82.0;703.0;1244.0
2017M12;41665.0;639.0;10006.0;180.0;1368.0;2172.0;2589.0;12327.0;5794.0;2027.0;149.0;512.0;1360.0;1.0;64.0;79.0;1000.0;1398.0
2018M01;47911.0;753.0;10260.0;217.0;1440.0;2502.0;3081.0;13665.0;9104.0;2082.0;174.0;530.0;1475.0;1.0;50.0;97.0;1056.0;1424.0
2018M02;39756.0;544.0;8947.0;196.0;1306.0;2003.0;2381.0;11861.0;6455.0;1934.0;155.0;499.0;1242.0;0.0;52.0;69.0;855.0;1257.0
2018M03;39772.0;571.0;9638.0;159.0;1241.0;2065.0;2413.0;11656.0;5738.0;1949.0;160.0;483.0;1305.0;0.0;50.0;74.0;923.0;1347.0
2018M04;34956.0;539.0;9005.0;158.0;1116.0;1840.0;2036.0;10016.0;4569.0;1796.0;144.0;415.0;1161.0;1.0;65.0;58.0;780.0;1257.0
2018M05;33421.0;508.0;9350.0;167.0;1052.0;1680.0;1959.0;9442.0;3778.0;1717.0;134.0;422.0;1031.0;0.0;48.0;63.0;759.0;1311.0
2018M06;31970.0;489.0;9159.0;134.0;1009.0;1637.0;1856.0;8994.0;3363.0;1597.0;159.0;400.0;1050.0;0.0;38.0;71.0;773.0;1241.0
2018M07;32215.0;441.0;9219.0;150.0;1006.0;1766.0;2007.0;8783.0;3152.0;1685.0;166.0;420.0;1104.0;0.0;64.0;70.0;806.0;1376.0
2018M08;33177.0;540.0;9370.0;143.0;1028.0;1895.0;2231.0;8895.0;3247.0;1684.0;160.0;410.0;1146.0;0.0;49.0;62.0;845.0;1472.0
2018M09;30293.0;461.0;9079.0;143.0;874.0;1585.0;1874.0;8040.0;2888.0;1687.0;135.0;378.0;986.0;2.0;52.0;65.0;738.0;1306.0
2018M10;32879.0;495.0;9629.0;156.0;1015.0;1661.0;2015.0;9117.0;3255.0;1807.0;138.0;380.0;1039.0;1.0;51.0;65.0;780.0;1275.0
2018M11;34338.0;526.0;9315.0;174.0;1133.0;1804.0;2188.0;9761.0;3720.0;1785.0;129.0;405.0;1209.0;1.0;64.0;84.0;806.0;1234.0
2018M12;37033.0;531.0;9743.0;149.0;1245.0;1938.0;2238.0;10629.0;4418.0;1966.0;172.0;463.0;1193.0;1.0;47.0;65.0;967.0;1268.0
2019M01;44615.0;644.0;10249.0;230.0;1494.0;2450.0;2753.0;13001.0;6771.0;2203.0;156.0;566.0;1481.0;1.0;53.0;76.0;1023.0;1464.0
2019M02;37737.0;585.0;8969.0;146.0;1225.0;2078.0;2367.0;10623.0;5878.0;1846.0;143.0;430.0;1213.0;0.0;42.0;85.0;827.0;1280.0
2019M03;37058.0;533.0;9548.0;164.0;1188.0;1955.0;2243.0;10540.0;4812.0;1899.0;178.0;461.0;1256.0;1.0;37.0;80.0;825.0;1338.0
2019M04;34201.0;497.0;9044.0;155.0;1127.0;1862.0;2098.0;9870.0;3901.0;1833.0;130.0;437.0;1127.0;0.0;46.0;70.0;789.0;1215.0
2019M05;33866.0;466.0;9548.0;175.0;986.0;1843.0;2015.0;9530.0;3675.0;1730.0;154.0;415.0;1151.0;0.0;54.0;53.0;767.0;1304.0
2019M06;31873.0;451.0;9111.0;148.0;998.0;1729.0;2052.0;8819.0;3184.0;1709.0;141.0;403.0;1073.0;1.0;51.0;49.0;654.0;1300.0
2019M07;33551.0;543.0;9378.0;164.0;1116.0;1958.0;2212.0;9057.0;3200.0;1762.0;158.0;410.0;1150.0;0.0;56.0;58.0;793.0;1536.0
2019M08;31671.0;488.0;9361.0;164.0;986.0;1819.0;2007.0;8358.0;2697.0;1687.0;165.0;370.0;1156.0;1.0;44.0;86.0;847.0;1435.0
2019M09;29916.0;460.0;9063.0;128.0;932.0;1518.0;1788.0;7920.0;2649.0;1660.0;140.0;391.0;1010.0;1.0;41.0;50.0;831.0;1334.0
2019M10;32770.0;448.0;9713.0;157.0;982.0;1763.0;2078.0;8874.0;3077.0;1843.0;135.0;421.0;1084.0;0.0;45.0;70.0;776.0;1304.0
2019M11;34706.0;487.0;9522.0;194.0;1122.0;1900.0;2181.0;9788.0;3552.0;1891.0;135.0;430.0;1181.0;0.0;52.0;70.0;947.0;1254.0
2019M12;36739.0;517.0;9553.0;187.0;1195.0;2021.0;2326.0;10235.0;4285.0;1975.0;140.0;428.0;1241.0;1.0;63.0;68.0;1127.0;1377.0
2020M01;43093.0;615.0;10375.0;203.0;1422.0;2221.0;2671.0;12288.0;6112.0;2234.0;164.0;554.0;1511.0;2.0;45.0;86.0;996.0;1594.0
2020M02;36623.0;589.0;9254.0;177.0;1150.0;1886.0;2313.0;10304.0;5028.0;1857.0;151.0;443.0;1229.0;0.0;51.0;79.0;785.0;1327.0
2020M03;58204.0;16142.0;10215.0;214.0;1646.0;2214.0;2906.0;12174.0;6115.0;1925.0;167.0;486.0;1515.0;0.0;30.0;91.0;1077.0;1287.0
2020M04;61025.0;26952.0;8615.0;190.0;1527.0;1943.0;2608.0;10221.0;3580.0;1480.0;150.0;420.0;1270.0;1.0;57.0;66.0;934.0;1011.0
2020M05;35073.0;4397.0;9039.0;159.0;1174.0;1514.0;2015.0;9045.0;2463.0;1561.0;172.0;348.0;1250.0;2.0;34.0;61.0;658.0;1181.0
2020M06;30755.0;1086.0;8875.0;139.0;1016.0;1471.0;2010.0;8491.0;2342.0;1627.0;162.0;391.0;1107.0;0.0;44.0;52.0;634.0;1308.0
2020M07;34768.0;1045.0;9819.0;153.0;1165.0;2023.0;2375.0;9118.0;2838.0;1769.0;189.0;469.0;1415.0;0.0;51.0;66.0;755.0;1518.0
2020M08;36038.0;2022.0;9328.0;156.0;1199.0;2109.0;2518.0;9350.0;2969.0;1726.0;170.0;432.0;1537.0;0.0;42.0;74.0;749.0;1657.0
2020M09;34568.0;4096.0;9143.0;150.0;1066.0;1548.0;1887.0;8495.0;2585.0;1747.0;145.0;373.0;1168.0;0.0;42.0;59.0;657.0;1407.0
2020M10;39720.0;6545.0;9731.0;151.0;1229.0;1600.0;2049.0;9805.0;2775.0;1832.0;142.0;417.0;1274.0;2.0;37.0;69.0;755.0;1307.0
2020M11;42264.0;10507.0;8962.0;179.0;1248.0;1524.0;2034.0;9673.0;2687.0;1793.0;124.0;417.0;1164.0;2.0;40.0;45.0;697.0;1168.0
2020M12;41645.0;6800.0;9385.0;191.0;1448.0;1644.0;2122.0;10889.0;2929.0;2014.0;166.0;475.0;1370.0;1.0;45.0;75.0;778.0;1313.0
