Comunidades y Ciudades Autónomas;Tamaño de los municipios;Periodo;Total
16 País Vasco;Menos de 101 ;2011;0
16 País Vasco;Menos de 101 ;2010;0
16 País Vasco;Menos de 101 ;2009;95
16 País Vasco;Menos de 101 ;2008;193
16 País Vasco;Menos de 101 ;2007;188
16 País Vasco;Menos de 101 ;2006;285
16 País Vasco;Menos de 101 ;2005;275
16 País Vasco;Menos de 101 ;2004;180
16 País Vasco;Menos de 101 ;2003;274
16 País Vasco;Menos de 101 ;2002;277
16 País Vasco;Menos de 101 ;2001;271
16 País Vasco;Menos de 101 ;2000;357
16 País Vasco;Menos de 101 ;1999;349
16 País Vasco;Menos de 101 ;1998;353
16 País Vasco;Menos de 101 ;1997;""
16 País Vasco;Menos de 101 ;1996;268
16 País Vasco;De 101 a 500 ;2021;18.420
16 País Vasco;De 101 a 500 ;2020;18.683
16 País Vasco;De 101 a 500 ;2019;19.162
16 País Vasco;De 101 a 500 ;2018;18.733
16 País Vasco;De 101 a 500 ;2017;18.386
16 País Vasco;De 101 a 500 ;2016;18.880
16 País Vasco;De 101 a 500 ;2015;18.493
16 País Vasco;De 101 a 500 ;2014;18.522
16 País Vasco;De 101 a 500 ;2013;18.499
16 País Vasco;De 101 a 500 ;2012;18.508
16 País Vasco;De 101 a 500 ;2011;19.029
16 País Vasco;De 101 a 500 ;2010;18.911
16 País Vasco;De 101 a 500 ;2009;19.484
16 País Vasco;De 101 a 500 ;2008;19.633
16 País Vasco;De 101 a 500 ;2007;19.370
16 País Vasco;De 101 a 500 ;2006;19.411
16 País Vasco;De 101 a 500 ;2005;19.201
16 País Vasco;De 101 a 500 ;2004;19.089
16 País Vasco;De 101 a 500 ;2003;18.860
16 País Vasco;De 101 a 500 ;2002;18.727
16 País Vasco;De 101 a 500 ;2001;18.514
16 País Vasco;De 101 a 500 ;2000;18.251
16 País Vasco;De 101 a 500 ;1999;19.657
16 País Vasco;De 101 a 500 ;1998;19.426
16 País Vasco;De 101 a 500 ;1997;""
16 País Vasco;De 101 a 500 ;1996;19.047
16 País Vasco;De 501 a 1.000;2021;27.820
16 País Vasco;De 501 a 1.000;2020;27.881
16 País Vasco;De 501 a 1.000;2019;27.392
16 País Vasco;De 501 a 1.000;2018;27.795
16 País Vasco;De 501 a 1.000;2017;28.297
16 País Vasco;De 501 a 1.000;2016;26.885
16 País Vasco;De 501 a 1.000;2015;27.528
16 País Vasco;De 501 a 1.000;2014;27.690
16 País Vasco;De 501 a 1.000;2013;27.755
16 País Vasco;De 501 a 1.000;2012;28.998
16 País Vasco;De 501 a 1.000;2011;28.185
16 País Vasco;De 501 a 1.000;2010;27.011
16 País Vasco;De 501 a 1.000;2009;25.756
16 País Vasco;De 501 a 1.000;2008;25.952
16 País Vasco;De 501 a 1.000;2007;27.562
16 País Vasco;De 501 a 1.000;2006;27.460
16 País Vasco;De 501 a 1.000;2005;28.687
16 País Vasco;De 501 a 1.000;2004;28.193
16 País Vasco;De 501 a 1.000;2003;29.686
16 País Vasco;De 501 a 1.000;2002;33.438
16 País Vasco;De 501 a 1.000;2001;31.930
16 País Vasco;De 501 a 1.000;2000;33.485
16 País Vasco;De 501 a 1.000;1999;31.719
16 País Vasco;De 501 a 1.000;1998;30.526
16 País Vasco;De 501 a 1.000;1997;""
16 País Vasco;De 501 a 1.000;1996;30.854
16 País Vasco;De 1.001 a 2.000 ;2021;65.611
16 País Vasco;De 1.001 a 2.000 ;2020;63.898
16 País Vasco;De 1.001 a 2.000 ;2019;63.624
16 País Vasco;De 1.001 a 2.000 ;2018;61.588
16 País Vasco;De 1.001 a 2.000 ;2017;61.472
16 País Vasco;De 1.001 a 2.000 ;2016;64.349
16 País Vasco;De 1.001 a 2.000 ;2015;64.301
16 País Vasco;De 1.001 a 2.000 ;2014;66.262
16 País Vasco;De 1.001 a 2.000 ;2013;66.416
16 País Vasco;De 1.001 a 2.000 ;2012;67.476
16 País Vasco;De 1.001 a 2.000 ;2011;67.057
16 País Vasco;De 1.001 a 2.000 ;2010;67.384
16 País Vasco;De 1.001 a 2.000 ;2009;68.769
16 País Vasco;De 1.001 a 2.000 ;2008;66.549
16 País Vasco;De 1.001 a 2.000 ;2007;62.903
16 País Vasco;De 1.001 a 2.000 ;2006;60.300
16 País Vasco;De 1.001 a 2.000 ;2005;57.244
16 País Vasco;De 1.001 a 2.000 ;2004;62.109
16 País Vasco;De 1.001 a 2.000 ;2003;59.032
16 País Vasco;De 1.001 a 2.000 ;2002;58.375
16 País Vasco;De 1.001 a 2.000 ;2001;58.515
16 País Vasco;De 1.001 a 2.000 ;2000;57.730
16 País Vasco;De 1.001 a 2.000 ;1999;59.116
16 País Vasco;De 1.001 a 2.000 ;1998;59.405
16 País Vasco;De 1.001 a 2.000 ;1997;""
16 País Vasco;De 1.001 a 2.000 ;1996;58.934
16 País Vasco;De 2.001 a 5.000 ;2021;105.707
16 País Vasco;De 2.001 a 5.000 ;2020;110.302
16 País Vasco;De 2.001 a 5.000 ;2019;109.657
16 País Vasco;De 2.001 a 5.000 ;2018;116.267
16 País Vasco;De 2.001 a 5.000 ;2017;116.211
16 País Vasco;De 2.001 a 5.000 ;2016;119.011
16 País Vasco;De 2.001 a 5.000 ;2015;119.117
16 País Vasco;De 2.001 a 5.000 ;2014;116.957
16 País Vasco;De 2.001 a 5.000 ;2013;116.870
16 País Vasco;De 2.001 a 5.000 ;2012;119.536
16 País Vasco;De 2.001 a 5.000 ;2011;118.520
16 País Vasco;De 2.001 a 5.000 ;2010;117.535
16 País Vasco;De 2.001 a 5.000 ;2009;119.328
16 País Vasco;De 2.001 a 5.000 ;2008;122.473
16 País Vasco;De 2.001 a 5.000 ;2007;120.305
16 País Vasco;De 2.001 a 5.000 ;2006;118.536
16 País Vasco;De 2.001 a 5.000 ;2005;122.318
16 País Vasco;De 2.001 a 5.000 ;2004;119.639
16 País Vasco;De 2.001 a 5.000 ;2003;118.312
16 País Vasco;De 2.001 a 5.000 ;2002;113.213
16 País Vasco;De 2.001 a 5.000 ;2001;116.693
16 País Vasco;De 2.001 a 5.000 ;2000;118.746
16 País Vasco;De 2.001 a 5.000 ;1999;115.814
16 País Vasco;De 2.001 a 5.000 ;1998;114.894
16 País Vasco;De 2.001 a 5.000 ;1997;""
16 País Vasco;De 2.001 a 5.000 ;1996;114.936
16 País Vasco;De 5.001 a 10.000 ;2021;200.009
16 País Vasco;De 5.001 a 10.000 ;2020;195.032
16 País Vasco;De 5.001 a 10.000 ;2019;193.983
16 País Vasco;De 5.001 a 10.000 ;2018;187.989
16 País Vasco;De 5.001 a 10.000 ;2017;207.790
16 País Vasco;De 5.001 a 10.000 ;2016;201.880
16 País Vasco;De 5.001 a 10.000 ;2015;201.669
16 País Vasco;De 5.001 a 10.000 ;2014;211.356
16 País Vasco;De 5.001 a 10.000 ;2013;200.869
16 País Vasco;De 5.001 a 10.000 ;2012;184.672
16 País Vasco;De 5.001 a 10.000 ;2011;183.238
16 País Vasco;De 5.001 a 10.000 ;2010;201.936
16 País Vasco;De 5.001 a 10.000 ;2009;195.394
16 País Vasco;De 5.001 a 10.000 ;2008;188.382
16 País Vasco;De 5.001 a 10.000 ;2007;195.952
16 País Vasco;De 5.001 a 10.000 ;2006;194.317
16 País Vasco;De 5.001 a 10.000 ;2005;187.858
16 País Vasco;De 5.001 a 10.000 ;2004;181.788
16 País Vasco;De 5.001 a 10.000 ;2003;181.200
16 País Vasco;De 5.001 a 10.000 ;2002;179.615
16 País Vasco;De 5.001 a 10.000 ;2001;173.296
16 País Vasco;De 5.001 a 10.000 ;2000;167.774
16 País Vasco;De 5.001 a 10.000 ;1999;167.347
16 País Vasco;De 5.001 a 10.000 ;1998;166.369
16 País Vasco;De 5.001 a 10.000 ;1997;""
16 País Vasco;De 5.001 a 10.000 ;1996;165.590
16 País Vasco;De 10.001 a 20.000 ;2021;360.398
16 País Vasco;De 10.001 a 20.000 ;2020;360.740
16 País Vasco;De 10.001 a 20.000 ;2019;359.261
16 País Vasco;De 10.001 a 20.000 ;2018;357.666
16 País Vasco;De 10.001 a 20.000 ;2017;336.597
16 País Vasco;De 10.001 a 20.000 ;2016;355.972
16 País Vasco;De 10.001 a 20.000 ;2015;355.157
16 País Vasco;De 10.001 a 20.000 ;2014;344.152
16 País Vasco;De 10.001 a 20.000 ;2013;353.442
16 País Vasco;De 10.001 a 20.000 ;2012;362.250
16 País Vasco;De 10.001 a 20.000 ;2011;359.758
16 País Vasco;De 10.001 a 20.000 ;2010;338.315
16 País Vasco;De 10.001 a 20.000 ;2009;337.401
16 País Vasco;De 10.001 a 20.000 ;2008;335.271
16 País Vasco;De 10.001 a 20.000 ;2007;322.809
16 País Vasco;De 10.001 a 20.000 ;2006;320.841
16 País Vasco;De 10.001 a 20.000 ;2005;319.245
16 País Vasco;De 10.001 a 20.000 ;2004;317.392
16 País Vasco;De 10.001 a 20.000 ;2003;316.656
16 País Vasco;De 10.001 a 20.000 ;2002;316.085
16 País Vasco;De 10.001 a 20.000 ;2001;314.858
16 País Vasco;De 10.001 a 20.000 ;2000;314.789
16 País Vasco;De 10.001 a 20.000 ;1999;315.218
16 País Vasco;De 10.001 a 20.000 ;1998;335.813
16 País Vasco;De 10.001 a 20.000 ;1997;""
16 País Vasco;De 10.001 a 20.000 ;1996;335.519
16 País Vasco;De 20.001 a 50.000 ;2021;407.449
16 País Vasco;De 20.001 a 50.000 ;2020;409.382
16 País Vasco;De 20.001 a 50.000 ;2019;407.437
16 País Vasco;De 20.001 a 50.000 ;2018;406.694
16 País Vasco;De 20.001 a 50.000 ;2017;406.375
16 País Vasco;De 20.001 a 50.000 ;2016;386.550
16 País Vasco;De 20.001 a 50.000 ;2015;387.283
16 País Vasco;De 20.001 a 50.000 ;2014;388.445
16 País Vasco;De 20.001 a 50.000 ;2013;389.135
16 País Vasco;De 20.001 a 50.000 ;2012;389.895
16 País Vasco;De 20.001 a 50.000 ;2011;389.216
16 País Vasco;De 20.001 a 50.000 ;2010;389.771
16 País Vasco;De 20.001 a 50.000 ;2009;389.889
16 País Vasco;De 20.001 a 50.000 ;2008;389.092
16 País Vasco;De 20.001 a 50.000 ;2007;388.455
16 País Vasco;De 20.001 a 50.000 ;2006;389.285
16 País Vasco;De 20.001 a 50.000 ;2005;389.970
16 País Vasco;De 20.001 a 50.000 ;2004;340.999
16 País Vasco;De 20.001 a 50.000 ;2003;342.235
16 País Vasco;De 20.001 a 50.000 ;2002;342.921
16 País Vasco;De 20.001 a 50.000 ;2001;344.380
16 País Vasco;De 20.001 a 50.000 ;2000;345.292
16 País Vasco;De 20.001 a 50.000 ;1999;346.861
16 País Vasco;De 20.001 a 50.000 ;1998;328.302
16 País Vasco;De 20.001 a 50.000 ;1997;""
16 País Vasco;De 20.001 a 50.000 ;1996;330.934
16 País Vasco;De 50.001 a 100.000 ;2021;140.072
16 País Vasco;De 50.001 a 100.000 ;2020;140.680
16 País Vasco;De 50.001 a 100.000 ;2019;140.347
16 País Vasco;De 50.001 a 100.000 ;2018;140.259
16 País Vasco;De 50.001 a 100.000 ;2017;140.261
16 País Vasco;De 50.001 a 100.000 ;2016;140.162
16 País Vasco;De 50.001 a 100.000 ;2015;140.327
16 País Vasco;De 50.001 a 100.000 ;2014;140.739
16 País Vasco;De 50.001 a 100.000 ;2013;140.952
16 País Vasco;De 50.001 a 100.000 ;2012;141.128
16 País Vasco;De 50.001 a 100.000 ;2011;141.095
16 País Vasco;De 50.001 a 100.000 ;2010;240.536
16 País Vasco;De 50.001 a 100.000 ;2009;240.181
16 País Vasco;De 50.001 a 100.000 ;2008;239.502
16 País Vasco;De 50.001 a 100.000 ;2007;238.574
16 País Vasco;De 50.001 a 100.000 ;2006;238.228
16 País Vasco;De 50.001 a 100.000 ;2005;237.455
16 País Vasco;De 50.001 a 100.000 ;2004;287.227
16 País Vasco;De 50.001 a 100.000 ;2003;287.314
16 País Vasco;De 50.001 a 100.000 ;2002;288.710
16 País Vasco;De 50.001 a 100.000 ;2001;289.112
16 País Vasco;De 50.001 a 100.000 ;2000;290.266
16 País Vasco;De 50.001 a 100.000 ;1999;290.409
16 País Vasco;De 50.001 a 100.000 ;1998;290.317
16 País Vasco;De 50.001 a 100.000 ;1997;""
16 País Vasco;De 50.001 a 100.000 ;1996;191.482
16 País Vasco;De 100.001 a 500.000 ;2021;888.507
16 País Vasco;De 100.001 a 500.000 ;2020;893.906
16 País Vasco;De 100.001 a 500.000 ;2019;886.913
16 País Vasco;De 100.001 a 500.000 ;2018;882.097
16 País Vasco;De 100.001 a 500.000 ;2017;878.769
16 País Vasco;De 100.001 a 500.000 ;2016;875.845
16 País Vasco;De 100.001 a 500.000 ;2015;875.382
16 País Vasco;De 100.001 a 500.000 ;2014;874.862
16 País Vasco;De 100.001 a 500.000 ;2013;877.744
16 País Vasco;De 100.001 a 500.000 ;2012;880.630
16 País Vasco;De 100.001 a 500.000 ;2011;878.508
16 País Vasco;De 100.001 a 500.000 ;2010;776.940
16 País Vasco;De 100.001 a 500.000 ;2009;775.878
16 País Vasco;De 100.001 a 500.000 ;2008;770.065
16 País Vasco;De 100.001 a 500.000 ;2007;765.742
16 País Vasco;De 100.001 a 500.000 ;2006;765.021
16 País Vasco;De 100.001 a 500.000 ;2005;762.593
16 País Vasco;De 100.001 a 500.000 ;2004;758.663
16 País Vasco;De 100.001 a 500.000 ;2003;758.635
16 País Vasco;De 100.001 a 500.000 ;2002;756.920
16 País Vasco;De 100.001 a 500.000 ;2001;753.909
16 País Vasco;De 100.001 a 500.000 ;2000;751.906
16 País Vasco;De 100.001 a 500.000 ;1999;753.951
16 País Vasco;De 100.001 a 500.000 ;1998;753.223
16 País Vasco;De 100.001 a 500.000 ;1997;""
16 País Vasco;De 100.001 a 500.000 ;1996;850.491
16 País Vasco;Más de 500.000 ;2021;0
16 País Vasco;Más de 500.000 ;2020;0
16 País Vasco;Más de 500.000 ;2019;0
16 País Vasco;Más de 500.000 ;2018;0
16 País Vasco;Más de 500.000 ;2017;0
16 País Vasco;Más de 500.000 ;2016;0
16 País Vasco;Más de 500.000 ;2015;0
16 País Vasco;Más de 500.000 ;2014;0
16 País Vasco;Más de 500.000 ;2013;0
16 País Vasco;Más de 500.000 ;2012;0
16 País Vasco;Más de 500.000 ;2011;0
16 País Vasco;Más de 500.000 ;2010;0
16 País Vasco;Más de 500.000 ;2009;0
16 País Vasco;Más de 500.000 ;2008;0
16 País Vasco;Más de 500.000 ;2007;0
16 País Vasco;Más de 500.000 ;2006;0
16 País Vasco;Más de 500.000 ;2005;0
16 País Vasco;Más de 500.000 ;2004;0
16 País Vasco;Más de 500.000 ;2003;0
16 País Vasco;Más de 500.000 ;2002;0
16 País Vasco;Más de 500.000 ;2001;0
16 País Vasco;Más de 500.000 ;2000;0
16 País Vasco;Más de 500.000 ;1999;0
16 País Vasco;Más de 500.000 ;1998;0
16 País Vasco;Más de 500.000 ;1997;""
16 País Vasco;Más de 500.000 ;1996;0
17 Rioja, La;Total;2021;319.796
17 Rioja, La;Total;2020;319.914
17 Rioja, La;Total;2019;316.798
17 Rioja, La;Total;2018;315.675
17 Rioja, La;Total;2017;315.381
17 Rioja, La;Total;2016;315.794
17 Rioja, La;Total;2015;317.053
17 Rioja, La;Total;2014;319.002
17 Rioja, La;Total;2013;322.027
17 Rioja, La;Total;2012;323.609
17 Rioja, La;Total;2011;322.955
17 Rioja, La;Total;2010;322.415
17 Rioja, La;Total;2009;321.702
17 Rioja, La;Total;2008;317.501
17 Rioja, La;Total;2007;308.968
17 Rioja, La;Total;2006;306.377
17 Rioja, La;Total;2005;301.084
17 Rioja, La;Total;2004;293.553
17 Rioja, La;Total;2003;287.390
17 Rioja, La;Total;2002;281.614
17 Rioja, La;Total;2001;270.400
17 Rioja, La;Total;2000;264.178
17 Rioja, La;Total;1999;265.178
17 Rioja, La;Total;1998;263.644
17 Rioja, La;Total;1997;""
17 Rioja, La;Total;1996;264.941
17 Rioja, La;Menos de 101 ;2021;3.311
17 Rioja, La;Menos de 101 ;2020;3.093
17 Rioja, La;Menos de 101 ;2019;3.131
17 Rioja, La;Menos de 101 ;2018;2.978
17 Rioja, La;Menos de 101 ;2017;2.945
17 Rioja, La;Menos de 101 ;2016;2.714
17 Rioja, La;Menos de 101 ;2015;2.903
17 Rioja, La;Menos de 101 ;2014;2.877
17 Rioja, La;Menos de 101 ;2013;2.885
17 Rioja, La;Menos de 101 ;2012;2.961
17 Rioja, La;Menos de 101 ;2011;2.577
17 Rioja, La;Menos de 101 ;2010;2.647
17 Rioja, La;Menos de 101 ;2009;2.793
17 Rioja, La;Menos de 101 ;2008;2.552
17 Rioja, La;Menos de 101 ;2007;2.375
17 Rioja, La;Menos de 101 ;2006;2.354
17 Rioja, La;Menos de 101 ;2005;2.512
17 Rioja, La;Menos de 101 ;2004;2.493
17 Rioja, La;Menos de 101 ;2003;2.531
17 Rioja, La;Menos de 101 ;2002;2.446
17 Rioja, La;Menos de 101 ;2001;2.421
17 Rioja, La;Menos de 101 ;2000;2.568
17 Rioja, La;Menos de 101 ;1999;2.474
17 Rioja, La;Menos de 101 ;1998;2.461
17 Rioja, La;Menos de 101 ;1997;""
17 Rioja, La;Menos de 101 ;1996;2.156
17 Rioja, La;De 101 a 500 ;2021;16.302
17 Rioja, La;De 101 a 500 ;2020;16.555
17 Rioja, La;De 101 a 500 ;2019;17.179
17 Rioja, La;De 101 a 500 ;2018;16.751
17 Rioja, La;De 101 a 500 ;2017;17.044
17 Rioja, La;De 101 a 500 ;2016;16.723
17 Rioja, La;De 101 a 500 ;2015;16.572
17 Rioja, La;De 101 a 500 ;2014;17.805
17 Rioja, La;De 101 a 500 ;2013;17.748
17 Rioja, La;De 101 a 500 ;2012;17.782
17 Rioja, La;De 101 a 500 ;2011;18.765
17 Rioja, La;De 101 a 500 ;2010;17.571
17 Rioja, La;De 101 a 500 ;2009;18.581
17 Rioja, La;De 101 a 500 ;2008;19.012
17 Rioja, La;De 101 a 500 ;2007;20.097
17 Rioja, La;De 101 a 500 ;2006;19.025
17 Rioja, La;De 101 a 500 ;2005;18.911
17 Rioja, La;De 101 a 500 ;2004;18.932
17 Rioja, La;De 101 a 500 ;2003;18.775
17 Rioja, La;De 101 a 500 ;2002;18.897
17 Rioja, La;De 101 a 500 ;2001;18.935
17 Rioja, La;De 101 a 500 ;2000;18.698
17 Rioja, La;De 101 a 500 ;1999;19.704
17 Rioja, La;De 101 a 500 ;1998;19.485
17 Rioja, La;De 101 a 500 ;1997;""
17 Rioja, La;De 101 a 500 ;1996;20.667
17 Rioja, La;De 501 a 1.000;2021;7.315
17 Rioja, La;De 501 a 1.000;2020;8.690
17 Rioja, La;De 501 a 1.000;2019;8.117
17 Rioja, La;De 501 a 1.000;2018;8.637
17 Rioja, La;De 501 a 1.000;2017;8.708
17 Rioja, La;De 501 a 1.000;2016;8.911
17 Rioja, La;De 501 a 1.000;2015;9.455
17 Rioja, La;De 501 a 1.000;2014;8.655
17 Rioja, La;De 501 a 1.000;2013;8.412
17 Rioja, La;De 501 a 1.000;2012;8.078
17 Rioja, La;De 501 a 1.000;2011;8.224
17 Rioja, La;De 501 a 1.000;2010;10.271
17 Rioja, La;De 501 a 1.000;2009;10.156
17 Rioja, La;De 501 a 1.000;2008;8.274
17 Rioja, La;De 501 a 1.000;2007;8.123
17 Rioja, La;De 501 a 1.000;2006;8.317
17 Rioja, La;De 501 a 1.000;2005;8.524
17 Rioja, La;De 501 a 1.000;2004;11.451
17 Rioja, La;De 501 a 1.000;2003;10.405
17 Rioja, La;De 501 a 1.000;2002;12.244
17 Rioja, La;De 501 a 1.000;2001;12.075
17 Rioja, La;De 501 a 1.000;2000;12.015
17 Rioja, La;De 501 a 1.000;1999;12.128
17 Rioja, La;De 501 a 1.000;1998;11.726
17 Rioja, La;De 501 a 1.000;1997;""
17 Rioja, La;De 501 a 1.000;1996;12.162
17 Rioja, La;De 1.001 a 2.000 ;2021;11.318
17 Rioja, La;De 1.001 a 2.000 ;2020;9.145
17 Rioja, La;De 1.001 a 2.000 ;2019;9.081
17 Rioja, La;De 1.001 a 2.000 ;2018;9.152
17 Rioja, La;De 1.001 a 2.000 ;2017;9.143
17 Rioja, La;De 1.001 a 2.000 ;2016;12.269
17 Rioja, La;De 1.001 a 2.000 ;2015;12.338
17 Rioja, La;De 1.001 a 2.000 ;2014;10.492
17 Rioja, La;De 1.001 a 2.000 ;2013;11.796
17 Rioja, La;De 1.001 a 2.000 ;2012;12.982
17 Rioja, La;De 1.001 a 2.000 ;2011;13.089
17 Rioja, La;De 1.001 a 2.000 ;2010;12.046
17 Rioja, La;De 1.001 a 2.000 ;2009;11.048
17 Rioja, La;De 1.001 a 2.000 ;2008;12.942
17 Rioja, La;De 1.001 a 2.000 ;2007;13.719
17 Rioja, La;De 1.001 a 2.000 ;2006;13.626
17 Rioja, La;De 1.001 a 2.000 ;2005;10.971
17 Rioja, La;De 1.001 a 2.000 ;2004;7.851
17 Rioja, La;De 1.001 a 2.000 ;2003;12.647
17 Rioja, La;De 1.001 a 2.000 ;2002;10.507
17 Rioja, La;De 1.001 a 2.000 ;2001;10.421
17 Rioja, La;De 1.001 a 2.000 ;2000;12.356
17 Rioja, La;De 1.001 a 2.000 ;1999;10.426
17 Rioja, La;De 1.001 a 2.000 ;1998;13.538
17 Rioja, La;De 1.001 a 2.000 ;1997;""
17 Rioja, La;De 1.001 a 2.000 ;1996;15.707
17 Rioja, La;De 2.001 a 5.000 ;2021;36.082
17 Rioja, La;De 2.001 a 5.000 ;2020;35.712
17 Rioja, La;De 2.001 a 5.000 ;2019;35.322
17 Rioja, La;De 2.001 a 5.000 ;2018;35.093
17 Rioja, La;De 2.001 a 5.000 ;2017;35.148
17 Rioja, La;De 2.001 a 5.000 ;2016;33.159
17 Rioja, La;De 2.001 a 5.000 ;2015;33.230
17 Rioja, La;De 2.001 a 5.000 ;2014;35.555
17 Rioja, La;De 2.001 a 5.000 ;2013;36.033
17 Rioja, La;De 2.001 a 5.000 ;2012;36.242
17 Rioja, La;De 2.001 a 5.000 ;2011;36.218
17 Rioja, La;De 2.001 a 5.000 ;2010;36.174
17 Rioja, La;De 2.001 a 5.000 ;2009;35.993
17 Rioja, La;De 2.001 a 5.000 ;2008;35.364
17 Rioja, La;De 2.001 a 5.000 ;2007;32.376
17 Rioja, La;De 2.001 a 5.000 ;2006;36.423
17 Rioja, La;De 2.001 a 5.000 ;2005;37.469
17 Rioja, La;De 2.001 a 5.000 ;2004;36.032
17 Rioja, La;De 2.001 a 5.000 ;2003;31.006
17 Rioja, La;De 2.001 a 5.000 ;2002;34.819
17 Rioja, La;De 2.001 a 5.000 ;2001;30.836
17 Rioja, La;De 2.001 a 5.000 ;2000;27.141
17 Rioja, La;De 2.001 a 5.000 ;1999;30.487
17 Rioja, La;De 2.001 a 5.000 ;1998;28.271
17 Rioja, La;De 2.001 a 5.000 ;1997;""
17 Rioja, La;De 2.001 a 5.000 ;1996;27.778
17 Rioja, La;De 5.001 a 10.000 ;2021;32.452
17 Rioja, La;De 5.001 a 10.000 ;2020;32.318
17 Rioja, La;De 5.001 a 10.000 ;2019;31.829
17 Rioja, La;De 5.001 a 10.000 ;2018;31.711
17 Rioja, La;De 5.001 a 10.000 ;2017;41.616
17 Rioja, La;De 5.001 a 10.000 ;2016;41.382
17 Rioja, La;De 5.001 a 10.000 ;2015;41.245
17 Rioja, La;De 5.001 a 10.000 ;2014;41.367
17 Rioja, La;De 5.001 a 10.000 ;2013;41.306
17 Rioja, La;De 5.001 a 10.000 ;2012;40.911
17 Rioja, La;De 5.001 a 10.000 ;2011;40.369
17 Rioja, La;De 5.001 a 10.000 ;2010;39.795
17 Rioja, La;De 5.001 a 10.000 ;2009;39.519
17 Rioja, La;De 5.001 a 10.000 ;2008;38.456
17 Rioja, La;De 5.001 a 10.000 ;2007;37.099
17 Rioja, La;De 5.001 a 10.000 ;2006;30.678
17 Rioja, La;De 5.001 a 10.000 ;2005;29.852
17 Rioja, La;De 5.001 a 10.000 ;2004;28.718
17 Rioja, La;De 5.001 a 10.000 ;2003;37.399
17 Rioja, La;De 5.001 a 10.000 ;2002;31.802
17 Rioja, La;De 5.001 a 10.000 ;2001;31.365
17 Rioja, La;De 5.001 a 10.000 ;2000;31.128
17 Rioja, La;De 5.001 a 10.000 ;1999;31.013
17 Rioja, La;De 5.001 a 10.000 ;1998;30.949
17 Rioja, La;De 5.001 a 10.000 ;1997;""
17 Rioja, La;De 5.001 a 10.000 ;1996;30.989
17 Rioja, La;De 10.001 a 20.000 ;2021;37.629
17 Rioja, La;De 10.001 a 20.000 ;2020;37.385
17 Rioja, La;De 10.001 a 20.000 ;2019;36.783
17 Rioja, La;De 10.001 a 20.000 ;2018;36.317
17 Rioja, La;De 10.001 a 20.000 ;2017;26.061
17 Rioja, La;De 10.001 a 20.000 ;2016;25.933
17 Rioja, La;De 10.001 a 20.000 ;2015;26.011
17 Rioja, La;De 10.001 a 20.000 ;2014;26.087
17 Rioja, La;De 10.001 a 20.000 ;2013;26.272
17 Rioja, La;De 10.001 a 20.000 ;2012;26.354
17 Rioja, La;De 10.001 a 20.000 ;2011;26.233
17 Rioja, La;De 10.001 a 20.000 ;2010;26.385
17 Rioja, La;De 10.001 a 20.000 ;2009;26.718
17 Rioja, La;De 10.001 a 20.000 ;2008;26.492
17 Rioja, La;De 10.001 a 20.000 ;2007;25.545
17 Rioja, La;De 10.001 a 20.000 ;2006;25.210
17 Rioja, La;De 10.001 a 20.000 ;2005;24.739
17 Rioja, La;De 10.001 a 20.000 ;2004;24.130
17 Rioja, La;De 10.001 a 20.000 ;2003;13.658
17 Rioja, La;De 10.001 a 20.000 ;2002;13.460
17 Rioja, La;De 10.001 a 20.000 ;2001;32.692
17 Rioja, La;De 10.001 a 20.000 ;2000;31.779
17 Rioja, La;De 10.001 a 20.000 ;1999;31.853
17 Rioja, La;De 10.001 a 20.000 ;1998;31.597
17 Rioja, La;De 10.001 a 20.000 ;1997;""
17 Rioja, La;De 10.001 a 20.000 ;1996;31.641
17 Rioja, La;De 20.001 a 50.000 ;2021;24.579
17 Rioja, La;De 20.001 a 50.000 ;2020;24.531
17 Rioja, La;De 20.001 a 50.000 ;2019;24.220
17 Rioja, La;De 20.001 a 50.000 ;2018;23.923
17 Rioja, La;De 20.001 a 50.000 ;2017;23.737
17 Rioja, La;De 20.001 a 50.000 ;2016;23.827
17 Rioja, La;De 20.001 a 50.000 ;2015;23.955
17 Rioja, La;De 20.001 a 50.000 ;2014;24.202
17 Rioja, La;De 20.001 a 50.000 ;2013;24.509
17 Rioja, La;De 20.001 a 50.000 ;2012;24.897
17 Rioja, La;De 20.001 a 50.000 ;2011;24.839
17 Rioja, La;De 20.001 a 50.000 ;2010;24.876
17 Rioja, La;De 20.001 a 50.000 ;2009;24.787
