Serie mensual;001-102  I-XXII.Todas las causas;00A COVID-19. Virus identificado;00B COVID-19. Virus no identificado (sospechoso);062-067  X.Enfermedades del sistema respiratorio;062  Influenza (gripe) (incluye gripe aviar y gripe A);063  Neumonía;064  Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);065  Asma;066  Insuficiencia respiratoria;067  Otras enfermedades del sistema respiratorio
2003M02;31863.0;0.0;0.0;3812.0;25.0;685.0;1503.0;92.0;269.0;1238.0
2003M03;32431.0;0.0;0.0;3769.0;15.0;656.0;1476.0;73.0;274.0;1275.0
2003M04;30596.0;0.0;0.0;3425.0;4.0;654.0;1303.0;68.0;214.0;1182.0
2003M05;30332.0;0.0;0.0;3208.0;1.0;576.0;1235.0;76.0;231.0;1089.0
2003M06;31816.0;0.0;0.0;3442.0;1.0;627.0;1264.0;69.0;261.0;1220.0
2003M07;31288.0;0.0;0.0;3162.0;1.0;605.0;1118.0;56.0;219.0;1163.0
2003M08;34729.0;0.0;0.0;3975.0;2.0;837.0;1254.0;62.0;292.0;1528.0
2003M09;27569.0;0.0;0.0;2672.0;0.0;514.0;910.0;54.0;210.0;984.0
2003M10;29859.0;0.0;0.0;3044.0;14.0;584.0;1103.0;62.0;232.0;1049.0
2003M11;32370.0;0.0;0.0;3983.0;31.0;760.0;1477.0;95.0;283.0;1337.0
2003M12;36161.0;0.0;0.0;4788.0;57.0;872.0;1801.0;89.0;310.0;1659.0
2004M01;36484.0;0.0;0.0;5006.0;28.0;993.0;1848.0;126.0;338.0;1673.0
2004M02;31233.0;0.0;0.0;3608.0;10.0;650.0;1481.0;90.0;243.0;1134.0
2004M03;33655.0;0.0;0.0;3796.0;9.0;674.0;1464.0;92.0;295.0;1262.0
2004M04;30515.0;0.0;0.0;3387.0;2.0;628.0;1348.0;61.0;220.0;1128.0
2004M05;30218.0;0.0;0.0;2965.0;5.0;557.0;1135.0;73.0;192.0;1003.0
2004M06;28163.0;0.0;0.0;2723.0;4.0;484.0;1017.0;64.0;184.0;970.0
2004M07;29360.0;0.0;0.0;2692.0;1.0;504.0;1027.0;53.0;205.0;902.0
2004M08;28895.0;0.0;0.0;2608.0;2.0;510.0;877.0;43.0;224.0;952.0
2004M09;26830.0;0.0;0.0;2270.0;2.0;436.0;785.0;46.0;178.0;823.0
2004M10;29896.0;0.0;0.0;2832.0;5.0;542.0;1019.0;64.0;188.0;1014.0
2004M11;30941.0;0.0;0.0;2880.0;2.0;546.0;1076.0;54.0;214.0;988.0
2004M12;35744.0;0.0;0.0;4382.0;17.0;832.0;1573.0;101.0;296.0;1563.0
2005M01;48081.0;0.0;0.0;9180.0;372.0;1780.0;3155.0;206.0;565.0;3102.0
2005M02;37467.0;0.0;0.0;5962.0;103.0;1220.0;2200.0;139.0;389.0;1911.0
2005M03;37528.0;0.0;0.0;5416.0;45.0;1107.0;1960.0;109.0;403.0;1792.0
2005M04;30311.0;0.0;0.0;3604.0;3.0;701.0;1312.0;88.0;234.0;1266.0
2005M05;29837.0;0.0;0.0;3178.0;2.0;596.0;1183.0;58.0;203.0;1136.0
2005M06;28559.0;0.0;0.0;2789.0;1.0;558.0;989.0;55.0;186.0;1000.0
2005M07;28647.0;0.0;0.0;2698.0;1.0;495.0;925.0;39.0;219.0;1019.0
2005M08;27687.0;0.0;0.0;2474.0;0.0;496.0;817.0;58.0;215.0;888.0
2005M09;26456.0;0.0;0.0;2257.0;4.0;422.0;817.0;44.0;181.0;789.0
2005M10;29144.0;0.0;0.0;2825.0;3.0;567.0;960.0;48.0;219.0;1028.0
2005M11;29657.0;0.0;0.0;2891.0;6.0;604.0;988.0;60.0;225.0;1008.0
2005M12;33981.0;0.0;0.0;3815.0;3.0;764.0;1349.0;58.0;298.0;1343.0
2006M01;35374.0;0.0;0.0;4287.0;16.0;861.0;1514.0;84.0;301.0;1511.0
2006M02;31464.0;0.0;0.0;3637.0;11.0;688.0;1334.0;69.0;276.0;1259.0
2006M03;33895.0;0.0;0.0;4053.0;6.0;784.0;1407.0;94.0;321.0;1441.0
2006M04;29716.0;0.0;0.0;3273.0;2.0;613.0;1177.0;65.0;233.0;1183.0
2006M05;29966.0;0.0;0.0;3072.0;1.0;593.0;1095.0;57.0;213.0;1113.0
2006M06;28618.0;0.0;0.0;2793.0;0.0;530.0;1010.0;37.0;214.0;1002.0
2006M07;31603.0;0.0;0.0;3121.0;2.0;627.0;1009.0;46.0;257.0;1180.0
2006M08;28966.0;0.0;0.0;2761.0;0.0;525.0;914.0;40.0;241.0;1041.0
2006M09;28006.0;0.0;0.0;2651.0;0.0;516.0;910.0;46.0;205.0;974.0
2006M10;29548.0;0.0;0.0;2885.0;3.0;606.0;971.0;29.0;249.0;1027.0
2006M11;29811.0;0.0;0.0;2997.0;2.0;633.0;988.0;75.0;225.0;1074.0
2006M12;34511.0;0.0;0.0;3980.0;5.0;839.0;1277.0;87.0;345.0;1427.0
2007M01;38650.0;0.0;0.0;5424.0;13.0;1107.0;1809.0;124.0;454.0;1917.0
2007M02;34226.0;0.0;0.0;4939.0;25.0;978.0;1688.0;118.0;379.0;1751.0
2007M03;34049.0;0.0;0.0;4108.0;6.0;785.0;1504.0;88.0;344.0;1381.0
2007M04;31920.0;0.0;0.0;3711.0;3.0;705.0;1264.0;75.0;283.0;1381.0
2007M05;30857.0;0.0;0.0;3305.0;2.0;628.0;1106.0;56.0;290.0;1223.0
2007M06;29081.0;0.0;0.0;2977.0;0.0;547.0;1006.0;54.0;279.0;1091.0
2007M07;29954.0;0.0;0.0;2955.0;0.0;545.0;978.0;48.0;260.0;1124.0
2007M08;29343.0;0.0;0.0;2796.0;2.0;575.0;892.0;43.0;229.0;1055.0
2007M09;27767.0;0.0;0.0;2536.0;0.0;477.0;841.0;55.0;209.0;954.0
2007M10;30733.0;0.0;0.0;3085.0;2.0;602.0;1044.0;45.0;248.0;1144.0
2007M11;32723.0;0.0;0.0;3804.0;6.0;752.0;1273.0;55.0;316.0;1402.0
2007M12;36058.0;0.0;0.0;4389.0;12.0;880.0;1455.0;78.0;354.0;1610.0
2008M01;38433.0;0.0;0.0;5555.0;26.0;1190.0;1758.0;115.0;436.0;2030.0
2008M02;34306.0;0.0;0.0;4495.0;17.0;889.0;1524.0;80.0;332.0;1653.0
2008M03;34582.0;0.0;0.0;4402.0;6.0;887.0;1411.0;90.0;332.0;1676.0
2008M04;31983.0;0.0;0.0;3626.0;8.0;787.0;1180.0;77.0;273.0;1301.0
2008M05;30099.0;0.0;0.0;3263.0;1.0;685.0;1059.0;61.0;251.0;1206.0
2008M06;29716.0;0.0;0.0;3013.0;2.0;623.0;957.0;49.0;228.0;1154.0
2008M07;30375.0;0.0;0.0;3057.0;1.0;621.0;958.0;38.0;265.0;1174.0
2008M08;29740.0;0.0;0.0;2939.0;0.0;587.0;883.0;50.0;250.0;1169.0
2008M09;27176.0;0.0;0.0;2618.0;1.0;525.0;817.0;38.0;239.0;998.0
2008M10;31081.0;0.0;0.0;3197.0;3.0;688.0;1006.0;58.0;238.0;1204.0
2008M11;31726.0;0.0;0.0;3364.0;4.0;706.0;1042.0;69.0;265.0;1278.0
2008M12;37107.0;0.0;0.0;4671.0;12.0;1003.0;1491.0;64.0;367.0;1734.0
2009M01;42003.0;0.0;0.0;6639.0;46.0;1456.0;2010.0;111.0;487.0;2529.0
2009M02;32614.0;0.0;0.0;4136.0;9.0;876.0;1347.0;89.0;305.0;1510.0
2009M03;33445.0;0.0;0.0;3855.0;1.0;823.0;1308.0;90.0;252.0;1381.0
2009M04;31139.0;0.0;0.0;3626.0;1.0;718.0;1310.0;82.0;224.0;1291.0
2009M05;31297.0;0.0;0.0;3320.0;1.0;663.0;1160.0;78.0;214.0;1204.0
2009M06;29381.0;0.0;0.0;2922.0;0.0;566.0;1030.0;63.0;187.0;1076.0
2009M07;29872.0;0.0;0.0;2846.0;5.0;484.0;1077.0;65.0;177.0;1038.0
2009M08;30224.0;0.0;0.0;2921.0;11.0;547.0;1056.0;57.0;183.0;1067.0
2009M09;27716.0;0.0;0.0;2476.0;10.0;446.0;904.0;62.0;134.0;920.0
2009M10;30764.0;0.0;0.0;3039.0;27.0;549.0;1119.0;76.0;174.0;1094.0
2009M11;30940.0;0.0;0.0;3369.0;89.0;640.0;1170.0;80.0;182.0;1208.0
2009M12;35538.0;0.0;0.0;4133.0;88.0;836.0;1484.0;118.0;227.0;1380.0
2010M01;36886.0;0.0;0.0;4396.0;32.0;857.0;1542.0;120.0;254.0;1591.0
2010M02;32564.0;0.0;0.0;3659.0;4.0;695.0;1390.0;91.0;204.0;1275.0
2010M03;33624.0;0.0;0.0;3707.0;2.0;652.0;1416.0;105.0;201.0;1331.0
2010M04;31352.0;0.0;0.0;3326.0;1.0;624.0;1204.0;71.0;190.0;1236.0
2010M05;31300.0;0.0;0.0;3141.0;2.0;530.0;1193.0;87.0;177.0;1152.0
2010M06;29198.0;0.0;0.0;2985.0;1.0;589.0;1109.0;77.0;207.0;1002.0
2010M07;31574.0;0.0;0.0;3157.0;1.0;571.0;1122.0;89.0;169.0;1205.0
2010M08;29735.0;0.0;0.0;2961.0;0.0;558.0;1062.0;83.0;150.0;1108.0
2010M09;27789.0;0.0;0.0;2623.0;1.0;502.0;916.0;55.0;165.0;984.0
2010M10;31122.0;0.0;0.0;3033.0;1.0;549.0;1089.0;66.0;195.0;1133.0
2010M11;31841.0;0.0;0.0;3347.0;2.0;665.0;1190.0;87.0;163.0;1240.0
2010M12;35062.0;0.0;0.0;3931.0;10.0;733.0;1431.0;81.0;209.0;1467.0
2011M01;38213.0;0.0;0.0;5126.0;92.0;1060.0;1793.0;119.0;271.0;1791.0
2011M02;33978.0;0.0;0.0;4311.0;74.0;850.0;1534.0;105.0;234.0;1514.0
2011M03;34656.0;0.0;0.0;4026.0;25.0;846.0;1496.0;87.0;217.0;1355.0
2011M04;31021.0;0.0;0.0;3517.0;7.0;672.0;1289.0;75.0;193.0;1281.0
2011M05;31119.0;0.0;0.0;3132.0;3.0;592.0;1123.0;73.0;196.0;1145.0
2011M06;29786.0;0.0;0.0;2974.0;1.0;537.0;1054.0;68.0;181.0;1133.0
2011M07;30349.0;0.0;0.0;2885.0;1.0;518.0;1044.0;62.0;194.0;1066.0
2011M08;30625.0;0.0;0.0;2951.0;2.0;542.0;1029.0;72.0;153.0;1153.0
2011M09;28546.0;0.0;0.0;2691.0;1.0;507.0;957.0;51.0;161.0;1014.0
2011M10;31605.0;0.0;0.0;3118.0;2.0;605.0;1092.0;76.0;146.0;1197.0
2011M11;31907.0;0.0;0.0;3392.0;0.0;657.0;1128.0;58.0;180.0;1369.0
2011M12;36106.0;0.0;0.0;4120.0;6.0;781.0;1413.0;106.0;229.0;1585.0
2012M01;40005.0;0.0;0.0;5659.0;28.0;1095.0;1874.0;128.0;307.0;2227.0
2012M02;43738.0;0.0;0.0;6989.0;92.0;1468.0;2279.0;129.0;335.0;2686.0
2012M03;39292.0;0.0;0.0;5815.0;62.0;1230.0;1924.0;113.0;268.0;2218.0
2012M04;32940.0;0.0;0.0;3862.0;7.0;734.0;1405.0;87.0;187.0;1442.0
2012M05;32297.0;0.0;0.0;3700.0;1.0;730.0;1303.0;78.0;194.0;1394.0
2012M06;29362.0;0.0;0.0;2955.0;4.0;547.0;1061.0;59.0;166.0;1118.0
2012M07;29599.0;0.0;0.0;2797.0;1.0;491.0;919.0;66.0;163.0;1157.0
2012M08;30683.0;0.0;0.0;2901.0;0.0;502.0;954.0;51.0;183.0;1211.0
2012M09;28116.0;0.0;0.0;2472.0;0.0;454.0;843.0;50.0;138.0;987.0
2012M10;30323.0;0.0;0.0;2993.0;3.0;550.0;1023.0;63.0;160.0;1194.0
2012M11;31804.0;0.0;0.0;3242.0;3.0;654.0;1084.0;60.0;151.0;1290.0
2012M12;34791.0;0.0;0.0;3951.0;4.0;834.0;1325.0;86.0;184.0;1518.0
2013M01;37053.0;0.0;0.0;4714.0;8.0;946.0;1627.0;107.0;226.0;1800.0
2013M02;33996.0;0.0;0.0;4391.0;26.0;874.0;1478.0;107.0;195.0;1711.0
2013M03;36332.0;0.0;0.0;4571.0;43.0;868.0;1605.0;103.0;215.0;1737.0
2013M04;31499.0;0.0;0.0;3513.0;15.0;705.0;1167.0;92.0;183.0;1351.0
2013M05;31322.0;0.0;0.0;3208.0;5.0;657.0;1128.0;63.0;158.0;1197.0
2013M06;30289.0;0.0;0.0;3017.0;1.0;548.0;1091.0;66.0;161.0;1150.0
2013M07;32046.0;0.0;0.0;3248.0;0.0;648.0;1031.0;79.0;146.0;1344.0
2013M08;29931.0;0.0;0.0;2771.0;2.0;506.0;901.0;70.0;144.0;1148.0
2013M09;28249.0;0.0;0.0;2568.0;0.0;477.0;897.0;43.0;132.0;1019.0
2013M10;30578.0;0.0;0.0;2959.0;4.0;583.0;1001.0;67.0;148.0;1156.0
2013M11;32092.0;0.0;0.0;3323.0;3.0;655.0;1095.0;67.0;180.0;1323.0
2013M12;37032.0;0.0;0.0;4282.0;4.0;866.0;1413.0;89.0;224.0;1686.0
2014M01;40362.0;0.0;0.0;5891.0;159.0;1256.0;1931.0;121.0;266.0;2158.0
2014M02;34834.0;0.0;0.0;4751.0;174.0;924.0;1557.0;109.0;219.0;1768.0
2014M03;35179.0;0.0;0.0;4195.0;56.0;807.0;1416.0;72.0;182.0;1662.0
2014M04;31894.0;0.0;0.0;3573.0;21.0;713.0;1223.0;68.0;145.0;1403.0
2014M05;31540.0;0.0;0.0;3207.0;5.0;601.0;1113.0;68.0;154.0;1266.0
2014M06;30655.0;0.0;0.0;3118.0;1.0;562.0;1089.0;62.0;127.0;1277.0
2014M07;30999.0;0.0;0.0;2945.0;2.0;543.0;959.0;73.0;143.0;1225.0
2014M08;30335.0;0.0;0.0;2868.0;2.0;494.0;979.0;68.0;155.0;1170.0
2014M09;29087.0;0.0;0.0;2688.0;1.0;495.0;886.0;57.0;125.0;1124.0
2014M10;32011.0;0.0;0.0;3168.0;2.0;628.0;1033.0;70.0;139.0;1296.0
2014M11;32466.0;0.0;0.0;3308.0;3.0;665.0;1089.0;61.0;172.0;1318.0
2014M12;36468.0;0.0;0.0;4129.0;6.0;757.0;1335.0;107.0;197.0;1727.0
2015M01;47269.0;0.0;0.0;7708.0;120.0;1552.0;2282.0;177.0;321.0;3256.0
2015M02;42464.0;0.0;0.0;7242.0;239.0;1552.0;2024.0;181.0;269.0;2977.0
2015M03;38987.0;0.0;0.0;5609.0;100.0;1184.0;1722.0;119.0;225.0;2259.0
2015M04;33686.0;0.0;0.0;4164.0;17.0;816.0;1277.0;93.0;177.0;1784.0
2015M05;32706.0;0.0;0.0;3632.0;1.0;693.0;1157.0;69.0;145.0;1567.0
2015M06;31078.0;0.0;0.0;3244.0;2.0;619.0;1032.0;59.0;152.0;1380.0
2015M07;35628.0;0.0;0.0;3872.0;0.0;675.0;1118.0;74.0;191.0;1814.0
2015M08;31220.0;0.0;0.0;2958.0;1.0;535.0;958.0;66.0;125.0;1273.0
2015M09;28863.0;0.0;0.0;2633.0;0.0;489.0;791.0;56.0;143.0;1154.0
2015M10;31898.0;0.0;0.0;3235.0;0.0;598.0;989.0;78.0;145.0;1425.0
2015M11;32346.0;0.0;0.0;3360.0;2.0;664.0;965.0;66.0;171.0;1492.0
2015M12;36423.0;0.0;0.0;4191.0;5.0;832.0;1315.0;96.0;165.0;1778.0
2016M01;38334.0;0.0;0.0;5047.0;30.0;1031.0;1538.0;129.0;228.0;2091.0
2016M02;35548.0;0.0;0.0;4570.0;130.0;938.0;1306.0;127.0;194.0;1875.0
2016M03;38198.0;0.0;0.0;5102.0;225.0;1007.0;1544.0;135.0;195.0;1996.0
2016M04;33707.0;0.0;0.0;4090.0;128.0;837.0;1228.0;100.0;177.0;1620.0
2016M05;33001.0;0.0;0.0;3412.0;19.0;659.0;1043.0;65.0;146.0;1480.0
2016M06;31512.0;0.0;0.0;3218.0;3.0;570.0;988.0;70.0;145.0;1442.0
2016M07;32961.0;0.0;0.0;3379.0;2.0;632.0;1025.0;78.0;162.0;1480.0
2016M08;32248.0;0.0;0.0;3175.0;2.0;574.0;955.0;57.0;158.0;1429.0
2016M09;30095.0;0.0;0.0;2801.0;1.0;534.0;854.0;40.0;134.0;1238.0
2016M10;32060.0;0.0;0.0;3275.0;1.0;624.0;956.0;60.0;164.0;1470.0
2016M11;33759.0;0.0;0.0;3663.0;10.0;719.0;1127.0;67.0;171.0;1569.0
2016M12;39188.0;0.0;0.0;5080.0;96.0;1035.0;1463.0;116.0;200.0;2170.0
2017M01;49370.0;0.0;0.0;8986.0;744.0;1848.0;2215.0;205.0;295.0;3679.0
2017M02;37434.0;0.0;0.0;5555.0;226.0;1172.0;1494.0;137.0;202.0;2324.0
2017M03;35779.0;0.0;0.0;4331.0;53.0;842.0;1233.0;99.0;205.0;1899.0
2017M04;33208.0;0.0;0.0;3810.0;7.0;756.0;1133.0;79.0;149.0;1686.0
2017M05;33673.0;0.0;0.0;3727.0;2.0;652.0;1118.0;88.0;151.0;1716.0
2017M06;32236.0;0.0;0.0;3363.0;2.0;602.0;985.0;61.0;142.0;1571.0
2017M07;31924.0;0.0;0.0;2987.0;2.0;578.0;898.0;61.0;144.0;1304.0
2017M08;32356.0;0.0;0.0;3216.0;0.0;626.0;913.0;58.0;133.0;1486.0
2017M09;30049.0;0.0;0.0;2812.0;0.0;507.0;848.0;60.0;126.0;1271.0
2017M10;32680.0;0.0;0.0;3404.0;1.0;716.0;952.0;75.0;131.0;1529.0
2017M11;34149.0;0.0;0.0;3630.0;5.0;734.0;1023.0;64.0;129.0;1675.0
2017M12;41665.0;0.0;0.0;5794.0;133.0;1189.0;1556.0;131.0;218.0;2567.0
2018M01;47911.0;0.0;0.0;9104.0;980.0;1797.0;1969.0;184.0;263.0;3911.0
2018M02;39756.0;0.0;0.0;6455.0;513.0;1316.0;1586.0;144.0;205.0;2691.0
2018M03;39772.0;0.0;0.0;5738.0;255.0;1176.0;1433.0;133.0;204.0;2537.0
2018M04;34956.0;0.0;0.0;4569.0;57.0;907.0;1131.0;99.0;210.0;2165.0
2018M05;33421.0;0.0;0.0;3778.0;10.0;761.0;982.0;91.0;145.0;1789.0
2018M06;31970.0;0.0;0.0;3363.0;4.0;590.0;906.0;64.0;166.0;1633.0
2018M07;32215.0;0.0;0.0;3152.0;1.0;583.0;867.0;59.0;167.0;1475.0
2018M08;33177.0;0.0;0.0;3247.0;1.0;558.0;860.0;70.0;149.0;1609.0
2018M09;30293.0;0.0;0.0;2888.0;1.0;517.0;789.0;58.0;126.0;1397.0
2018M10;32879.0;0.0;0.0;3255.0;1.0;633.0;869.0;55.0;144.0;1553.0
2018M11;34338.0;0.0;0.0;3720.0;7.0;724.0;956.0;72.0;174.0;1787.0
2018M12;37033.0;0.0;0.0;4418.0;22.0;853.0;1148.0;82.0;195.0;2118.0
2019M01;44615.0;0.0;0.0;6771.0;418.0;1344.0;1691.0;130.0;251.0;2937.0
2019M02;37737.0;0.0;0.0;5878.0;634.0;1168.0;1418.0;126.0;210.0;2322.0
2019M03;37058.0;0.0;0.0;4812.0;290.0;986.0;1256.0;102.0;215.0;1963.0
2019M04;34201.0;0.0;0.0;3901.0;59.0;762.0;1122.0;87.0;153.0;1718.0
2019M05;33866.0;0.0;0.0;3675.0;17.0;706.0;1058.0;81.0;181.0;1632.0
2019M06;31873.0;0.0;0.0;3184.0;3.0;613.0;968.0;55.0;150.0;1395.0
2019M07;33551.0;0.0;0.0;3200.0;0.0;591.0;911.0;63.0;154.0;1481.0
2019M08;31671.0;0.0;0.0;2697.0;0.0;509.0;755.0;63.0;150.0;1220.0
2019M09;29916.0;0.0;0.0;2649.0;2.0;518.0;713.0;62.0;155.0;1199.0
2019M10;32770.0;0.0;0.0;3077.0;3.0;611.0;810.0;52.0;181.0;1420.0
2019M11;34706.0;0.0;0.0;3552.0;6.0;711.0;954.0;74.0;156.0;1651.0
2019M12;36739.0;0.0;0.0;4285.0;27.0;865.0;1159.0;98.0;215.0;1921.0
2020M01;43093.0;0.0;0.0;6112.0;312.0;1308.0;1510.0;136.0;216.0;2630.0
2020M02;36623.0;0.0;0.0;5028.0;362.0;1068.0;1257.0;91.0;191.0;2059.0
2020M03;58204.0;11313.0;4217.0;6115.0;188.0;1323.0;1670.0;161.0;323.0;2450.0
2020M04;61025.0;18252.0;8236.0;3580.0;23.0;721.0;1023.0;98.0;198.0;1517.0
2020M05;35073.0;3219.0;751.0;2463.0;1.0;534.0;716.0;52.0;119.0;1041.0
2020M06;30755.0;528.0;146.0;2342.0;1.0;445.0;705.0;46.0;118.0;1027.0
2020M07;34768.0;329.0;219.0;2838.0;3.0;550.0;785.0;46.0;162.0;1292.0
2020M08;36038.0;1281.0;223.0;2969.0;1.0;612.0;865.0;55.0;147.0;1289.0
2020M09;34568.0;3455.0;182.0;2585.0;0.0;528.0;765.0;63.0;123.0;1106.0
2020M10;39720.0;5905.0;182.0;2775.0;0.0;601.0;777.0;73.0;149.0;1175.0
2020M11;42264.0;9891.0;198.0;2687.0;0.0;509.0;834.0;60.0;127.0;1157.0
2020M12;41645.0;6185.0;127.0;2929.0;3.0;569.0;879.0;67.0;166.0;1245.0
